Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
35,9/5/2012,Royal Challengers Bangalore,Wankhede Stadium,not out,0,21,13,563
36,14/05/2012,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,52,31,615
37,16/05/2012,Kolkata Knight Riders,Wankhede Stadium,c †B B McCullum b J H Kallis,1,8,5,623
38,23/05/2012,Chennai Super Kings,M Chinnaswamy Stadium,c S K Raina b D J J Bravo,1,16,19,639
39,4/4/2013,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,5,2,644
40,6/4/2013,Chennai Super Kings,MA Chidambaram Stadium,not out,0,57,38,701
41,9/4/2013,Delhi Capitals,Wankhede Stadium,c S Nadeem b A Nehra,1,13,7,714
42,13/04/2013,Pune Warriors,Wankhede Stadium,not out,0,19,14,733
43,17/04/2013,Rajasthan Royals,Sawai Mansingh Stadium,b S T R Binny,1,1,7,734
44,21/04/2013,Delhi Capitals,Arun Jaitley Stadium,not out,0,19,10,753
45,24/04/2013,Kolkata Knight Riders,Eden Gardens,c M K Tiwary b R Bhatia,1,33,24,786
46,27/04/2013,Royal Challengers Bangalore,Wankhede Stadium,c R Rampaul b R Vinay Kumar,1,34,16,820
47,29/04/2013,Kings XI Punjab,Wankhede Stadium,not out,0,20,21,840
48,1/5/2013,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,0,14,19,854
49,5/5/2013,Chennai Super Kings,Wankhede Stadium,c S K Raina b R A Jadeja,1,1,3,855
50,7/5/2013,Kolkata Knight Riders,Wankhede Stadium,c S P Narine b R McLaren,1,4,4,859
51,13/05/2013,Sunrisers Hyderabad,Wankhede Stadium,not out,0,66,27,925
52,15/05/2013,Rajasthan Royals,Wankhede Stadium,run out,1,17,14,942
53,18/05/2013,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,c D A Miller b Sandeep Sharma,1,22,21,964
54,21/05/2013,Chennai Super Kings,Arun Jaitley Stadium,c M E K Hussey b R A Jadeja,1,24,16,988
55,24/05/2013,Rajasthan Royals,Eden Gardens,c K Cooper b J P Faulkner,1,11,6,999
56,26/05/2013,Chennai Super Kings,Eden Gardens,not out,0,60,32,1059
57,16/04/2014,Kolkata Knight Riders,Sheikh Zayed Stadium,not out,0,6,8,1065
58,19/04/2014,Royal Challengers Bangalore,Dubai International Cricket Stadium,c S Rana b Y S Chahal,1,3,7,1068
59,25/04/2014,Chennai Super Kings,Dubai International Cricket Stadium,b M M Sharma,1,12,11,1080
60,27/04/2014,Delhi Capitals,Sharjah Cricket Stadium,not out,0,33,30,1113
61,30/04/2014,Sunrisers Hyderabad,Dubai International Cricket Stadium,b I K Pathan,0,78,48,1191
62,3/5/2014,Kings XI Punjab,Wankhede Stadium,not out,0,28,12,1219
63,6/5/2014,Royal Challengers Bangalore,Wankhede Stadium,run out,1,43,31,1262
64,10/5/2014,Chennai Super Kings,Wankhede Stadium,c S K Raina b R Ashwin,1,0,1,1262
65,12/5/2014,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,0,6,7,1268
66,14/05/2014,Kolkata Knight Riders,Barabati Stadium,not out,0,10,11,1278
67,19/05/2014,Rajasthan Royals,Sardar Patel Stadium,not out,0,14,12,1292
68,21/05/2014,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,8,6,1300
69,23/05/2014,Delhi Capitals,Wankhede Stadium,c †K D Karthik b J D Unadkat,1,11,8,1311
70,25/05/2014,Rajasthan Royals,Wankhede Stadium,c B J Hodge b K Cooper,1,7,3,1318
71,28/05/2014,Chennai Super Kings,Brabourne Stadium,c M M Sharma b A Nehra,1,14,8,1332
72,12/4/2015,Kings XI Punjab,Wankhede Stadium,c D A Miller b A R Patel,1,20,21,1352
73,14/04/2015,Rajasthan Royals,Sardar Patel Stadium,c K K Nair b T G Southee,1,70,34,1422
74,17/04/2015,Chennai Super Kings,Wankhede Stadium,c D R Smith b D J J Bravo,1,64,30,1486
75,19/04/2015,Royal Challengers Bangalore,M Chinnaswamy Stadium,c Y S Chahal b D Wiese,1,5,3,1491
76,23/04/2015,Delhi Capitals,Arun Jaitley Stadium,c S Nadeem b A Mishra,1,10,8,1501
77,25/04/2015,Sunrisers Hyderabad,Wankhede Stadium,b B Kumar,1,33,24,1534
78,1/5/2015,Rajasthan Royals,Wankhede Stadium,c †S V Samson b J Theron,1,24,14,1558
79,3/5/2015,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,7,7,1565
80,5/5/2015,Delhi Capitals,Wankhede Stadium,not out,0,26,14,1591
81,8/5/2015,Chennai Super Kings,MA Chidambaram Stadium,run out,1,1,4,1592
82,10/5/2015,Royal Challengers Bangalore,Wankhede Stadium,c M A Starc b S Aravind,1,49,24,1641
83,14/05/2015,Kolkata Knight Riders,Wankhede Stadium,not out,0,33,38,1674
84,19/05/2015,Chennai Super Kings,Wankhede Stadium,c S K Raina b D J J Bravo,1,41,17,1715
85,24/05/2015,Chennai Super Kings,Eden Gardens,c S K Raina b M M Sharma,1,36,18,1751
86,9/4/2016,Rising Pune Supergiant,Wankhede Stadium,lbw b R Bhatia,1,1,8,1752
87,13/04/2016,Kolkata Knight Riders,Eden Gardens,not out,0,1,1,1753
88,16/04/2016,Gujarat Lions,Wankhede Stadium,c D J J Bravo b P V Tambe,1,1,3,1754
89,20/04/2016,Royal Challengers Bangalore,Barabati Stadium,not out,0,40,19,1794
90,23/04/2016,Delhi Capitals,Arun Jaitley Stadium,c C H Morris b Z Khan,1,19,18,1813
91,25/04/2016,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c Sandeep Sharma b M M Sharma,1,10,9,1823
92,28/04/2016,Kolkata Knight Riders,Wankhede Stadium,not out,0,51,17,1874
93,8/5/2016,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c B B Sran b M C Henriques,1,11,13,1885
94,11/5/2016,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,35,19,1920
95,13/05/2016,Kings XI Punjab,Dr YS Rajasekhara Reddy Cricket Stadium,b M P Stoinis,1,27,20,1947
96,15/05/2016,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,c †Q de Kock b C H Morris,1,3,6,1950
97,21/05/2016,Gujarat Lions,Green Park,c D R Smith b D S Kulkarni,1,9,11,1959
98,6/4/2017,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c M A Agarwal b B A Stokes,1,27,17,1986
99,9/4/2017,Kolkata Knight Riders,Wankhede Stadium,c sub b C R Woakes,1,17,17,2003
100,12/4/2017,Sunrisers Hyderabad,Wankhede Stadium,c S Dhawan b B Kumar,1,11,11,2014
101,14/04/2017,Royal Challengers Bangalore,M Chinnaswamy Stadium,c A B de Villiers b Y S Chahal,1,70,47,2084
102,16/04/2017,Gujarat Lions,Wankhede Stadium,c R A Jadeja b A J Tye,1,39,23,2123
103,22/04/2017,Delhi Capitals,Wankhede Stadium,c S V Samson b P J Cummins,1,26,29,2149
104,24/04/2017,Rising Pune Supergiant,Wankhede Stadium,c S P D Smith b Imran Tahir,1,9,9,2158
105,29/04/2017,Gujarat Lions,Saurashtra Cricket Association Stadium,c B B McCullum b Basil Thampi,1,15,11,2173
106,1/5/2017,Royal Challengers Bangalore,Wankhede Stadium,c T M Head b Y S Chahal,1,17,13,2190
107,6/5/2017,Delhi Capitals,Barabati Stadium,not out,0,63,35,2253
108,8/5/2017,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c V Shankar b B Kumar,1,5,9,2258
109,11/5/2017,Kings XI Punjab,Wankhede Stadium,not out,0,50,24,2308
110,13/05/2017,Kolkata Knight Riders,Eden Gardens,c Y K Pathan b T A Boult,1,13,11,2321
111,16/05/2017,Rising Pune Supergiant,Wankhede Stadium,c S P D Smith b W Washington Sundar,1,7,10,2328
112,19/05/2017,Kolkata Knight Riders,M Chinnaswamy Stadium,not out,0,9,7,2337
113,21/05/2017,Rising Pune Supergiant,Rajiv Gandhi International Stadium,c M K Tiwary b A Zampa,1,7,3,2344
114,12/4/2018,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c S Dhawan b B Stanlake,1,28,23,2372
115,14/04/2018,Delhi Capitals,Wankhede Stadium,b D T Christian,1,0,1,2372
116,17/04/2018,Royal Challengers Bangalore,Wankhede Stadium,c A B de Villiers b C R Woakes,1,5,7,2377
117,22/04/2018,Rajasthan Royals,Sawai Mansingh Stadium,not out,0,21,20,2398
118,24/04/2018,Sunrisers Hyderabad,Wankhede Stadium,c S Dhawan b Rashid Khan,1,9,6,2407
119,1/5/2018,Royal Challengers Bangalore,M Chinnaswamy Stadium,c †Q de Kock b Mohammed Siraj,1,13,13,2420
120,16/05/2018,Kings XI Punjab,Wankhede Stadium,c A J Finch b R Ashwin,1,50,23,2470
121,20/05/2018,Delhi Capitals,Arun Jaitley Stadium,c T A Boult b S Lamichhane,1,7,7,2477
122,24/03/2019,Delhi Capitals,Wankhede Stadium,c R Tewatia b K M A Paul,1,21,13,2498
123,28/03/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,c S O Hetmeyer b Y S Chahal,1,5,6,2503
124,30/03/2019,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c M A Agarwal b A J Tye,1,7,9,2510
125,3/4/2019,Chennai Super Kings,Wankhede Stadium,not out,0,17,7,2527
126,6/4/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,0,46,26,2573
127,10/4/2019,Kings XI Punjab,Wankhede Stadium,c D A Miller b A S Rajpoot,1,83,31,2656
128,13/04/2019,Rajasthan Royals,Wankhede Stadium,c S Gopal b J C Archer,1,6,12,2662
129,15/04/2019,Royal Challengers Bangalore,Wankhede Stadium,not out,0,0,0,2662
130,18/04/2019,Delhi Capitals,Arun Jaitley Stadium,not out,0,0,0,2662
131,20/04/2019,Rajasthan Royals,Sawai Mansingh Stadium,b J D Unadkat,1,10,7,2672
132,26/04/2019,Chennai Super Kings,MA Chidambaram Stadium,not out,0,13,12,2685
133,28/04/2019,Kolkata Knight Riders,Eden Gardens,c N Rana b S P Narine,1,20,21,2705
134,2/5/2019,Sunrisers Hyderabad,Wankhede Stadium,c Abhishek Sharma b K K Ahmed,1,10,9,2715
135,12/5/2019,Chennai Super Kings,Rajiv Gandhi International Stadium,not out,0,41,25,2756
