Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
30,27/05/2011,Royal Challengers Bangalore,MA Chidambaram Stadium,lbw b D L Vettori,1,0,1,751
31,4/4/2012,Chennai Super Kings,MA Chidambaram Stadium,not out,0,18,18,769
32,6/4/2012,Pune Warriors,Wankhede Stadium,c M Kartik b A B Dinda,1,1,2,770
33,9/4/2012,Deccan Chargers,Dr YS Rajasekhara Reddy Cricket Stadium,c S Dhawan b A Mishra,1,19,24,789
34,11/4/2012,Rajasthan Royals,Wankhede Stadium,not out,0,47,32,836
35,16/04/2012,Delhi Capitals,Wankhede Stadium,run out,1,4,11,840
36,22/04/2012,Kings XI Punjab,Wankhede Stadium,not out,0,3,3,843
37,25/04/2012,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,34,17,877
38,27/04/2012,Delhi Capitals,Arun Jaitley Stadium,c D P M D Jayawardene b S Nadeem,1,62,39,939
39,29/04/2012,Deccan Chargers,Wankhede Stadium,not out,0,19,15,958
40,3/5/2012,Pune Warriors,Maharashtra Cricket Association Stadium,b B Kumar,1,1,3,959
41,6/5/2012,Chennai Super Kings,Wankhede Stadium,b R A Jadeja,1,0,2,959
42,9/5/2012,Royal Challengers Bangalore,Wankhede Stadium,c M Muralitharan b H V Patel,1,22,17,981
43,14/05/2012,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,81,54,1062
44,16/05/2012,Kolkata Knight Riders,Wankhede Stadium,st B B McCullum b Shakib Al Hasan,1,11,8,1073
45,23/05/2012,Chennai Super Kings,M Chinnaswamy Stadium,c M Vijay b R Ashwin,1,11,7,1084
46,4/4/2013,Royal Challengers Bangalore,M Chinnaswamy Stadium,b R Vinay Kumar,1,18,18,1102
47,6/4/2013,Chennai Super Kings,MA Chidambaram Stadium,c D P Nannes b B Laughlin,1,7,10,1109
48,9/4/2013,Delhi Capitals,Wankhede Stadium,c & b A Nehra,1,24,8,1133
49,17/04/2013,Rajasthan Royals,Sawai Mansingh Stadium,lbw b K Cooper,1,27,29,1160
50,21/04/2013,Delhi Capitals,Arun Jaitley Stadium,not out,0,2,2,1162
51,24/04/2013,Kolkata Knight Riders,Eden Gardens,not out,0,13,8,1175
52,27/04/2013,Royal Challengers Bangalore,Wankhede Stadium,run out,1,0,0,1175
53,1/5/2013,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,0,34,27,1209
54,5/5/2013,Chennai Super Kings,Wankhede Stadium,b R Ashwin,1,10,11,1219
55,7/5/2013,Kolkata Knight Riders,Wankhede Stadium,run out,1,0,0,1219
56,11/5/2013,Pune Warriors,Maharashtra Cricket Association Stadium,c A D Mathews b A B Dinda,1,26,23,1245
57,13/05/2013,Sunrisers Hyderabad,Wankhede Stadium,st P A Patel b K V Sharma,1,2,5,1247
58,15/05/2013,Rajasthan Royals,Wankhede Stadium,c S V Samson b S R Watson,1,7,7,1254
59,18/05/2013,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,c †A C Gilchrist b P Awana,1,26,22,1280
60,21/05/2013,Chennai Super Kings,Arun Jaitley Stadium,c C H Morris b M M Sharma,1,15,14,1295
61,24/05/2013,Rajasthan Royals,Eden Gardens,b S R Watson,1,17,11,1312
62,26/05/2013,Chennai Super Kings,Eden Gardens,b D J J Bravo,1,37,36,1349
63,16/04/2014,Kolkata Knight Riders,Sheikh Zayed Stadium,st R V Uthappa b S P Narine,1,48,40,1397
64,19/04/2014,Royal Challengers Bangalore,Dubai International Cricket Stadium,c A B de Villiers b M A Starc,1,35,37,1432
65,25/04/2014,Chennai Super Kings,Dubai International Cricket Stadium,c S K Raina b M M Sharma,1,1,2,1433
66,27/04/2014,Delhi Capitals,Sharjah Cricket Stadium,c L R Shukla b S Nadeem,1,14,21,1447
67,30/04/2014,Sunrisers Hyderabad,Dubai International Cricket Stadium,c D A Warner b I K Pathan,1,35,27,1482
68,3/5/2014,Kings XI Punjab,Wankhede Stadium,lbw b Sandeep Sharma,1,8,5,1490
69,6/5/2014,Royal Challengers Bangalore,Wankhede Stadium,b A B Dinda,1,9,9,1499
70,10/5/2014,Chennai Super Kings,Wankhede Stadium,c R A Jadeja b M M Sharma,1,59,43,1558
71,12/5/2014,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c & b M C Henriques,1,68,46,1626
72,14/05/2014,Kolkata Knight Riders,Barabati Stadium,c S A Yadav b P P Chawla,1,33,27,1659
73,21/05/2014,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c V Sehwag b R Dhawan,1,17,14,1676
74,23/05/2014,Delhi Capitals,Wankhede Stadium,c M Vijay b S Nadeem,1,2,3,1678
75,25/05/2014,Rajasthan Royals,Wankhede Stadium,run out,1,30,10,1708
76,28/05/2014,Chennai Super Kings,Brabourne Stadium,c D J Hussey b M M Sharma,1,2,3,1710
77,8/4/2015,Kolkata Knight Riders,Eden Gardens,c Y K Pathan b M Morkel,1,0,2,1710
78,12/4/2015,Kings XI Punjab,Wankhede Stadium,c †W P Saha b M G Johnson,1,13,19,1723
79,17/04/2015,Chennai Super Kings,Wankhede Stadium,c R A Jadeja b D J J Bravo,1,29,16,1752
80,19/04/2015,Royal Challengers Bangalore,M Chinnaswamy Stadium,c Y S Chahal b D Wiese,1,0,1,1752
81,23/04/2015,Delhi Capitals,Arun Jaitley Stadium,c N M Coulter-Nile b Imran Tahir,1,30,22,1782
82,25/04/2015,Sunrisers Hyderabad,Wankhede Stadium,c T A Boult b B Kumar,1,7,7,1789
83,1/5/2015,Rajasthan Royals,Wankhede Stadium,not out,0,53,27,1842
84,3/5/2015,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,4,1,1846
85,5/5/2015,Delhi Capitals,Wankhede Stadium,not out,0,49,40,1895
86,8/5/2015,Chennai Super Kings,MA Chidambaram Stadium,not out,0,34,19,1929
87,10/5/2015,Royal Challengers Bangalore,Wankhede Stadium,c A B de Villiers b H V Patel,1,14,4,1943
88,14/05/2015,Kolkata Knight Riders,Wankhede Stadium,c A D Russell b Shakib Al Hasan,1,2,3,1945
89,19/05/2015,Chennai Super Kings,Wankhede Stadium,c S K Raina b M M Sharma,1,10,8,1955
90,24/05/2015,Chennai Super Kings,Eden Gardens,not out,0,36,24,1991
91,9/4/2016,Rising Pune Supergiant,Wankhede Stadium,c F du Plessis b R Ashwin,1,22,27,2013
92,16/04/2016,Gujarat Lions,Wankhede Stadium,b J P Faulkner,1,20,19,2033
93,18/04/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c M C Henriques b B B Sran,1,54,49,2087
94,20/04/2016,Royal Challengers Bangalore,Barabati Stadium,c K W Richardson b Iqbal Abdulla,1,31,23,2118
95,23/04/2016,Delhi Capitals,Arun Jaitley Stadium,b A Mishra,1,25,23,2143
96,25/04/2016,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c M Vohra b A R Patel,1,65,37,2208
97,28/04/2016,Kolkata Knight Riders,Wankhede Stadium,c S A Yadav b Shakib Al Hasan,1,32,20,2240
98,1/5/2016,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c A M Rahane b R Ashwin,1,22,19,2262
99,8/5/2016,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c K S Williamson b A Nehra,1,6,6,2268
100,11/5/2016,Royal Challengers Bangalore,M Chinnaswamy Stadium,c A B de Villiers b V R Aaron,1,44,47,2312
101,13/05/2016,Kings XI Punjab,Dr YS Rajasekhara Reddy Cricket Stadium,b Sandeep Sharma,1,0,3,2312
102,15/05/2016,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,not out,0,13,5,2325
103,6/4/2017,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c & b R Bhatia,1,10,12,2335
104,13/05/2017,Kolkata Knight Riders,Eden Gardens,st R V Uthappa b Kuldeep Yadav,1,63,37,2398
105,16/05/2017,Rising Pune Supergiant,Wankhede Stadium,c S P D Smith b W Washington Sundar,1,0,3,2398
106,19/05/2017,Kolkata Knight Riders,M Chinnaswamy Stadium,b P P Chawla,1,6,11,2404
107,21/05/2017,Rising Pune Supergiant,Rajiv Gandhi International Stadium,run out,1,12,15,2416
108,7/4/2018,Mumbai Indians,Wankhede Stadium,lbw b M Markande,1,22,19,2438
109,10/4/2018,Kolkata Knight Riders,MA Chidambaram Stadium,c sub b Kuldeep Yadav,1,39,26,2477
110,15/04/2018,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,run out,1,49,35,2526
111,20/04/2018,Rajasthan Royals,Maharashtra Cricket Association Stadium,c †J C Buttler b B Laughlin,1,12,8,2538
112,22/04/2018,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,run out,1,79,37,2617
113,25/04/2018,Royal Challengers Bangalore,M Chinnaswamy Stadium,run out,1,82,53,2699
114,28/04/2018,Mumbai Indians,Maharashtra Cricket Association Stadium,c B C J Cutting b K H Pandya,1,46,35,2745
115,30/04/2018,Delhi Capitals,Maharashtra Cricket Association Stadium,run out,1,41,24,2786
116,3/5/2018,Kolkata Knight Riders,Eden Gardens,b S P Narine,1,21,17,2807
117,5/5/2018,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,c Mohammed Siraj b M Ashwin,1,32,25,2839
118,11/5/2018,Rajasthan Royals,Sawai Mansingh Stadium,b J C Archer,1,12,9,2851
119,13/05/2018,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,not out,0,100,62,2951
120,18/05/2018,Delhi Capitals,Arun Jaitley Stadium,c G J Maxwell b H V Patel,1,50,29,3001
121,20/05/2018,Kings XI Punjab,Maharashtra Cricket Association Stadium,c †K L Rahul b M M Sharma,1,1,3,3002
122,22/05/2018,Sunrisers Hyderabad,Wankhede Stadium,b S Kaul,1,0,1,3002
123,27/05/2018,Sunrisers Hyderabad,Wankhede Stadium,not out,0,16,19,3018
124,23/03/2019,Royal Challengers Bangalore,MA Chidambaram Stadium,b Mohammed Siraj,1,28,42,3046
125,26/03/2019,Delhi Capitals,Arun Jaitley Stadium,c S S Iyer b I Sharma,1,5,5,3051
126,31/03/2019,Rajasthan Royals,MA Chidambaram Stadium,c †J C Buttler b J C Archer,1,1,8,3052
127,3/4/2019,Mumbai Indians,Wankhede Stadium,c †Q de Kock b J P Behrendorff,1,0,1,3052
128,6/4/2019,Kings XI Punjab,MA Chidambaram Stadium,not out,0,21,15,3073
129,9/4/2019,Kolkata Knight Riders,MA Chidambaram Stadium,c N Rana b P P Chawla,1,21,31,3094
130,11/4/2019,Rajasthan Royals,Sawai Mansingh Stadium,c S Gopal b B A Stokes,1,57,47,3151
131,14/04/2019,Kolkata Knight Riders,Eden Gardens,c R V Uthappa b P P Chawla,1,5,11,3156
132,17/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,0,25,21,3181
133,21/04/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,b Y S Chahal,1,29,29,3210
134,23/04/2019,Sunrisers Hyderabad,MA Chidambaram Stadium,c V Shankar b Sandeep Sharma,1,21,25,3231
135,26/04/2019,Mumbai Indians,MA Chidambaram Stadium,b K H Pandya,1,0,3,3231
136,1/5/2019,Delhi Capitals,MA Chidambaram Stadium,not out,0,5,2,3236
137,5/5/2019,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c Mandeep Singh b Mohammed Shami,1,1,2,3237
138,7/5/2019,Mumbai Indians,MA Chidambaram Stadium,not out,0,42,37,3279
139,10/5/2019,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,not out,0,20,20,3299
140,12/5/2019,Mumbai Indians,Rajiv Gandhi International Stadium,c †Q de Kock b J J Bumrah,1,1,4,3300
