Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
32,30/04/2018,Chennai Super Kings,Maharashtra Cricket Association Stadium,c R A Jadeja b L Ngidi,1,79,45,870
33,2/5/2018,Rajasthan Royals,Arun Jaitley Stadium,c B A Stokes b J D Unadkat,1,69,29,939
34,5/5/2018,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,lbw b Rashid Khan,1,18,19,957
35,10/5/2018,Sunrisers Hyderabad,Arun Jaitley Stadium,not out,0,128,63,1085
36,12/5/2018,Royal Challengers Bangalore,Arun Jaitley Stadium,c A B de Villiers b M M Ali,1,61,34,1146
37,18/05/2018,Chennai Super Kings,Arun Jaitley Stadium,c D J J Bravo b L Ngidi,1,38,26,1184
38,20/05/2018,Mumbai Indians,Arun Jaitley Stadium,c K A Pollard b K H Pandya,1,64,44,1248
39,24/03/2019,Mumbai Indians,Wankhede Stadium,not out,0,78,27,1326
40,26/03/2019,Chennai Super Kings,Arun Jaitley Stadium,c S N Thakur b D J J Bravo,1,25,13,1351
41,30/03/2019,Kolkata Knight Riders,Arun Jaitley Stadium,c P P Chawla b Kuldeep Yadav,1,11,15,1362
42,1/4/2019,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,b Mohammed Shami,1,39,26,1401
43,4/4/2019,Sunrisers Hyderabad,Arun Jaitley Stadium,c D J Hooda b Mohammad Nabi,1,5,7,1406
44,7/4/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,c T G Southee b Mohammed Siraj,1,18,14,1424
45,12/4/2019,Kolkata Knight Riders,Eden Gardens,c Kuldeep Yadav b N Rana,1,46,31,1470
46,14/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c D J Hooda b K K Ahmed,1,23,19,1493
47,18/04/2019,Mumbai Indians,Arun Jaitley Stadium,b J J Bumrah,1,7,11,1500
48,20/04/2019,Kings XI Punjab,Arun Jaitley Stadium,c S M Curran b G C Viljoen,1,6,7,1506
49,22/04/2019,Rajasthan Royals,Sawai Mansingh Stadium,not out,0,78,36,1584
50,28/04/2019,Royal Challengers Bangalore,Arun Jaitley Stadium,lbw b Y S Chahal,1,7,7,1591
51,1/5/2019,Chennai Super Kings,MA Chidambaram Stadium,c D J J Bravo b Imran Tahir,1,5,3,1596
52,4/5/2019,Rajasthan Royals,Arun Jaitley Stadium,not out,0,53,38,1649
53,8/5/2019,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c Mohammad Nabi b B Kumar,1,49,21,1698
54,10/5/2019,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,c D J J Bravo b D L Chahar,1,38,25,1736
