Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
33,13/04/2010,Mumbai Indians,Brabourne Stadium,b A G Murtaza,1,11,14,697
34,15/04/2010,Chennai Super Kings,MA Chidambaram Stadium,c S Badrinath b S B Jakati,1,13,16,710
35,18/04/2010,Deccan Chargers,Arun Jaitley Stadium,b P P Ojha,1,1,2,711
36,10/4/2011,Pune Warriors,Dr DY Patil Sports Academy,c R Sharma b S B Wagh,1,0,7,711
37,13/04/2011,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,not out,0,21,11,732
38,16/04/2011,Deccan Chargers,Rajiv Gandhi International Stadium,not out,0,3,5,735
39,21/04/2011,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,c †D H Yagnik b S W Tait,1,21,16,756
40,23/04/2011,Delhi Capitals,Arun Jaitley Stadium,c V Sehwag b A B Agarkar,1,6,5,762
41,30/04/2011,Kolkata Knight Riders,Eden Gardens,run out,1,42,42,804
42,2/5/2011,Mumbai Indians,Wankhede Stadium,lbw b K A Pollard,1,1,2,805
43,6/5/2011,Royal Challengers Bangalore,M Chinnaswamy Stadium,lbw b C H Gayle,1,20,15,825
44,8/5/2011,Pune Warriors,Punjab Cricket Association IS Bindra Stadium,c A A Jhunjhunwala b M R Marsh,1,30,27,855
45,10/5/2011,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,c A C Blizzard b M M Patel,1,31,24,886
46,13/05/2011,Kochi Tuskers Kerala,Holkar Cricket Stadium,c D P M D Jayawardene b R P Singh,1,69,33,955
47,15/05/2011,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,c J R Hopes b A M Salvi,1,27,19,982
48,21/05/2011,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,c D B Ravi Teja b D T Christian,1,11,14,993
49,6/4/2012,Pune Warriors,Wankhede Stadium,st R V Uthappa b M Kartik,1,32,32,1025
50,9/4/2012,Deccan Chargers,Dr YS Rajasekhara Reddy Cricket Stadium,b D W Steyn,1,7,6,1032
51,11/4/2012,Rajasthan Royals,Wankhede Stadium,c S K Trivedi b K Cooper,1,0,1,1032
52,16/04/2012,Delhi Capitals,Wankhede Stadium,c K P Pietersen b U T Yadav,1,3,4,1035
53,22/04/2012,Kings XI Punjab,Wankhede Stadium,run out,1,35,20,1070
54,25/04/2012,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c Azhar Mahmood b P P Chawla,1,3,6,1073
55,27/04/2012,Delhi Capitals,Arun Jaitley Stadium,b A B Agarkar,1,40,28,1113
56,29/04/2012,Deccan Chargers,Wankhede Stadium,c †P A Patel b D W Steyn,1,2,6,1115
57,3/5/2012,Pune Warriors,Maharashtra Cricket Association Stadium,not out,0,18,22,1133
58,6/5/2012,Chennai Super Kings,Wankhede Stadium,b D J J Bravo,1,11,5,1144
59,9/5/2012,Royal Challengers Bangalore,Wankhede Stadium,c V Kohli b M Muralitharan,1,44,39,1188
60,14/05/2012,Royal Challengers Bangalore,M Chinnaswamy Stadium,c H V Patel b M Muralitharan,1,16,14,1204
61,16/05/2012,Kolkata Knight Riders,Wankhede Stadium,c Y K Pathan b L Balaji,1,21,26,1225
62,23/05/2012,Chennai Super Kings,M Chinnaswamy Stadium,c †M S Dhoni b J A Morkel,1,6,4,1231
63,4/4/2013,Royal Challengers Bangalore,M Chinnaswamy Stadium,c M A Agarwal b R Vinay Kumar,1,60,37,1291
64,6/4/2013,Chennai Super Kings,MA Chidambaram Stadium,lbw b D J J Bravo,1,37,25,1328
65,9/4/2013,Delhi Capitals,Wankhede Stadium,c B M A J Mendis b M Morkel,1,86,48,1414
66,13/04/2013,Pune Warriors,Wankhede Stadium,lbw b M R Marsh,1,41,29,1455
67,17/04/2013,Rajasthan Royals,Sawai Mansingh Stadium,c B J Hodge b J P Faulkner,1,30,32,1485
68,21/04/2013,Delhi Capitals,Arun Jaitley Stadium,run out,1,2,6,1487
69,24/04/2013,Kolkata Knight Riders,Eden Gardens,lbw b S M S M Senanayake,1,7,6,1494
70,27/04/2013,Royal Challengers Bangalore,Wankhede Stadium,run out,1,43,33,1537
71,29/04/2013,Kings XI Punjab,Wankhede Stadium,b M Gony,1,25,19,1562
72,1/5/2013,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c K V Sharma b I Sharma,1,0,2,1562
73,5/5/2013,Chennai Super Kings,Wankhede Stadium,c S K Raina b R A Jadeja,1,23,23,1585
74,7/5/2013,Kolkata Knight Riders,Wankhede Stadium,not out,0,34,18,1619
75,11/5/2013,Pune Warriors,Maharashtra Cricket Association Stadium,c I C Pandey b Yuvraj Singh,1,17,25,1636
76,13/05/2013,Sunrisers Hyderabad,Wankhede Stadium,c C L White b K V Sharma,1,30,23,1666
77,15/05/2013,Rajasthan Royals,Wankhede Stadium,c S V Samson b P V Tambe,1,21,21,1687
78,18/05/2013,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,c & b P P Chawla,1,0,3,1687
79,21/05/2013,Chennai Super Kings,Arun Jaitley Stadium,lbw b R A Jadeja,1,11,18,1698
80,24/05/2013,Rajasthan Royals,Eden Gardens,c A M Rahane b K Cooper,1,22,17,1720
81,26/05/2013,Chennai Super Kings,Eden Gardens,b C H Morris,1,21,26,1741
82,17/04/2014,Royal Challengers Bangalore,Sharjah Cricket Stadium,c †P A Patel b J A Morkel,1,0,1,1741
83,19/04/2014,Kolkata Knight Riders,Dubai International Cricket Stadium,lbw b S P Narine,1,56,40,1797
84,21/04/2014,Chennai Super Kings,Sheikh Zayed Stadium,b R Ashwin,1,21,22,1818
85,25/04/2014,Sunrisers Hyderabad,Dubai International Cricket Stadium,c K L Rahul b D W Steyn,1,15,14,1833
86,27/04/2014,Mumbai Indians,Sharjah Cricket Stadium,c A T Rayudu b S L Malinga,1,2,3,1835
87,3/5/2014,Rajasthan Royals,Arun Jaitley Stadium,c S T R Binny b J P Faulkner,1,12,16,1847
88,5/5/2014,Chennai Super Kings,Arun Jaitley Stadium,c M M Sharma b B W Hilfenhaus,1,51,36,1898
89,7/5/2014,Kolkata Knight Riders,Arun Jaitley Stadium,c J H Kallis b Shakib Al Hasan,1,36,22,1934
90,10/5/2014,Sunrisers Hyderabad,Arun Jaitley Stadium,c D W Steyn b M C Henriques,1,39,30,1973
91,13/05/2014,Royal Challengers Bangalore,M Chinnaswamy Stadium,c Y S Chahal b M Muralitharan,1,1,2,1974
92,15/05/2014,Rajasthan Royals,Sardar Patel Stadium,c B C J Cutting b D S Kulkarni,1,3,8,1977
93,19/05/2014,Kings XI Punjab,Arun Jaitley Stadium,c R Dhawan b B E Hendricks,1,69,44,2046
94,23/05/2014,Mumbai Indians,Wankhede Stadium,b M de Lange,1,7,13,2053
95,25/05/2014,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c A R Patel b P Awana,1,13,7,2066
96,11/4/2015,Kolkata Knight Riders,Eden Gardens,b Y K Pathan,1,6,8,2072
97,13/04/2015,Sunrisers Hyderabad,M Chinnaswamy Stadium,c K S Williamson b K V Sharma,1,9,11,2081
98,19/04/2015,Mumbai Indians,M Chinnaswamy Stadium,c U B T Chand b S L Malinga,1,18,11,2099
99,22/04/2015,Chennai Super Kings,M Chinnaswamy Stadium,c D J J Bravo b I C Pandey,1,10,11,2109
100,29/04/2015,Rajasthan Royals,M Chinnaswamy Stadium,run out,1,27,18,2136
101,4/5/2015,Chennai Super Kings,MA Chidambaram Stadium,c D R Smith b A Nehra,1,23,20,2159
102,6/5/2015,Kings XI Punjab,M Chinnaswamy Stadium,b Sandeep Sharma,1,8,3,2167
103,13/05/2015,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c D A Miller b B E Hendricks,1,2,4,2169
104,15/05/2015,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,run out,1,2,2,2171
105,20/05/2015,Rajasthan Royals,Maharashtra Cricket Association Stadium,c A M Rahane b C H Morris,1,8,3,2179
106,22/05/2015,Chennai Super Kings,JSCA International Stadium Complex,c M M Sharma b A Nehra,1,28,26,2207
107,11/4/2016,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,41,26,2248
108,16/04/2016,Mumbai Indians,Wankhede Stadium,c Harbhajan Singh b K H Pandya,1,9,11,2257
109,21/04/2016,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,c B Kumar b D J Hooda,1,8,9,2265
110,24/04/2016,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,not out,0,50,39,2315
111,27/04/2016,Delhi Capitals,Arun Jaitley Stadium,c J-P Duminy b Imran Tahir,1,19,17,2334
112,29/04/2016,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c A M Rahane b A B Dinda,1,33,20,2367
113,1/5/2016,Kings XI Punjab,Saurashtra Cricket Association Stadium,b A R Patel,1,2,4,2369
114,3/5/2016,Delhi Capitals,Saurashtra Cricket Association Stadium,b Mohammed Shami,1,53,43,2422
115,6/5/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c K S Williamson b Mustafizur Rahman,1,0,3,2422
116,8/5/2016,Kolkata Knight Riders,Eden Gardens,st R V Uthappa b G B Hogg,1,51,29,2473
117,14/05/2016,Royal Challengers Bangalore,M Chinnaswamy Stadium,c A B de Villiers b C J Jordan,1,2,4,2475
118,19/05/2016,Kolkata Knight Riders,Green Park,b M Morkel,1,12,8,2487
119,21/05/2016,Mumbai Indians,Green Park,c †J C Buttler b R Vinay Kumar,1,3,4,2490
120,24/05/2016,Royal Challengers Bangalore,M Chinnaswamy Stadium,b C J Jordan,1,26,30,2516
121,27/05/2016,Sunrisers Hyderabad,Arun Jaitley Stadium,run out,1,26,19,2542
122,7/4/2017,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,c S A Yadav b T A Boult,1,47,25,2589
123,9/4/2017,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c †N V Ojha b A Nehra,1,30,32,2619
124,14/04/2017,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,b Imran Tahir,1,3,5,2622
125,16/04/2017,Mumbai Indians,Wankhede Stadium,not out,0,48,26,2670
126,18/04/2017,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,c V Kohli b S Aravind,1,1,4,2671
127,21/04/2017,Kolkata Knight Riders,Eden Gardens,c G Gambhir b N M Coulter-Nile,1,3,3,2674
128,23/04/2017,Kings XI Punjab,Saurashtra Cricket Association Stadium,not out,0,58,44,2732
129,27/04/2017,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,2,4,2734
130,29/04/2017,Mumbai Indians,Saurashtra Cricket Association Stadium,st P A Patel b K H Pandya,1,2,8,2736
131,1/5/2017,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,run out,1,29,26,2765
132,4/5/2017,Delhi Capitals,Arun Jaitley Stadium,c C J Anderson b P J Cummins,1,65,34,2830
133,7/5/2017,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,35,23,2865
134,10/5/2017,Delhi Capitals,Green Park,c C J Anderson b C R Brathwaite,1,40,28,2905
135,13/05/2017,Sunrisers Hyderabad,Green Park,c D J Hooda b Rashid Khan,1,0,1,2905
136,8/4/2018,Royal Challengers Bangalore,Eden Gardens,not out,0,35,29,2940
137,10/4/2018,Chennai Super Kings,MA Chidambaram Stadium,lbw b S R Watson,1,26,25,2966
138,14/04/2018,Sunrisers Hyderabad,Eden Gardens,c †W P Saha b B Kumar,1,29,27,2995
139,16/04/2018,Delhi Capitals,Eden Gardens,c T A Boult b C H Morris,1,19,10,3014
140,18/04/2018,Rajasthan Royals,Sawai Mansingh Stadium,not out,0,42,23,3056
141,21/04/2018,Kings XI Punjab,Eden Gardens,c A J Tye b B B Sran,1,43,28,3099
142,27/04/2018,Delhi Capitals,Arun Jaitley Stadium,c T A Boult b A Mishra,1,18,18,3117
143,29/04/2018,Royal Challengers Bangalore,M Chinnaswamy Stadium,c V Kohli b Mohammed Siraj,1,23,10,3140
144,3/5/2018,Chennai Super Kings,Eden Gardens,not out,0,45,18,3185
145,6/5/2018,Mumbai Indians,Wankhede Stadium,not out,0,36,26,3221
146,9/5/2018,Mumbai Indians,Eden Gardens,run out,1,5,3,3226
147,12/5/2018,Kings XI Punjab,Holkar Cricket Stadium,c sub b B B Sran,1,50,23,3276
148,15/05/2018,Rajasthan Royals,Eden Gardens,not out,0,42,31,3317
149,19/05/2018,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,0,26,22,3343
150,23/05/2018,Rajasthan Royals,Eden Gardens,c A M Rahane b B Laughlin,1,52,38,3395
151,25/05/2018,Sunrisers Hyderabad,Eden Gardens,b Shakib Al Hasan,1,8,6,3403
152,24/03/2019,Sunrisers Hyderabad,Eden Gardens,c B Kumar b Sandeep Sharma,1,2,4,3405
153,27/03/2019,Kings XI Punjab,Eden Gardens,not out,0,1,1,3406
154,30/03/2019,Delhi Capitals,Arun Jaitley Stadium,c †R R Pant b A Mishra,1,50,36,3456
155,5/4/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,c Y S Chahal b N A Saini,1,19,15,3475
156,9/4/2019,Chennai Super Kings,MA Chidambaram Stadium,c Harbhajan Singh b Imran Tahir,1,19,21,3494
157,12/4/2019,Delhi Capitals,Eden Gardens,c S Dhawan b K Rabada,1,2,3,3496
158,14/04/2019,Chennai Super Kings,Eden Gardens,c F du Plessis b S N Thakur,1,18,14,3514
159,19/04/2019,Royal Challengers Bangalore,Eden Gardens,not out,0,0,0,3514
160,21/04/2019,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,run out,1,6,4,3520
161,25/04/2019,Rajasthan Royals,Eden Gardens,not out,0,97,50,3617
162,28/04/2019,Mumbai Indians,Eden Gardens,not out,0,15,7,3632
163,3/5/2019,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,21,9,3653
164,5/5/2019,Mumbai Indians,Wankhede Stadium,c K H Pandya b S L Malinga,1,3,9,3656
