Match,Date,Vs,Venue,D/N*,How Dismissed,Out,Runs,Balls,S/R,,TotalRuns,Avg,S/R
22,20/04/2014,Kings XI Punjab,Sharjah Cricket Stadium,Yes,not out,0,27,15,180,,548,42.15,132.37
23,23/04/2014,Chennai Super Kings,Dubai International Cricket Stadium,Yes,c F du Plessis b R A Jadeja,1,19,20,95,,567,40.5,130.65
24,29/04/2014,Kolkata Knight Riders,Sheikh Zayed Stadium,Yes,not out,0,19,11,172.73,,586,41.86,131.69
25,5/5/2014,Kolkata Knight Riders,Sardar Patel Stadium,Yes,c S A Yadav b R Vinay Kumar,1,3,2,150,,589,39.27,131.77
26,8/5/2014,Sunrisers Hyderabad,Sardar Patel Stadium,Yes,c I K Pathan b D W Steyn,1,22,33,66.67,,611,38.19,127.29
27,11/5/2014,Royal Challengers Bangalore,M Chinnaswamy Stadium,Yes,not out,0,48,21,228.57,,659,41.19,131.54
28,13/05/2014,Chennai Super Kings,JSCA International Stadium Complex,No,b M M Sharma,1,9,8,112.5,,668,39.29,131.24
29,10/4/2015,Kings XI Punjab,Maharashtra Cricket Association Stadium,Yes,c Karanveer Singh b M G Johnson,1,33,23,143.48,,701,38.94,131.77
30,12/4/2015,Delhi Capitals,Arun Jaitley Stadium,Yes,c M A Agarwal b A Mishra,1,10,9,111.11,,711,37.42,131.42
31,14/04/2015,Mumbai Indians,Sardar Patel Stadium,Yes,not out,0,79,53,149.06,,790,41.58,133
32,16/04/2015,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,Yes,c D A Warner b K V Sharma,1,13,10,130,,803,40.15,132.95
33,19/04/2015,Chennai Super Kings,Sardar Patel Stadium,Yes,c & b D J J Bravo,1,6,7,85.71,,809,38.52,132.41
34,21/04/2015,Kings XI Punjab,Sardar Patel Stadium,No,c G J Maxwell b A R Patel,1,0,1,0,,809,36.77,132.19
35,24/04/2015,Royal Challengers Bangalore,Sardar Patel Stadium,Yes,c †K D Karthik b M A Starc,1,31,28,110.71,,840,36.52,131.25
36,1/5/2015,Mumbai Indians,Wankhede Stadium,Yes,c Harbhajan Singh b M J McClenaghan,1,23,20,115,,863,35.96,130.76
37,7/5/2015,Sunrisers Hyderabad,Brabourne Stadium,Yes,b R S Bopara,1,68,40,170,,931,37.24,133
38,10/5/2015,Chennai Super Kings,MA Chidambaram Stadium,Yes,b R A Jadeja,1,4,6,66.67,,935,35.96,132.44
39,16/05/2015,Kolkata Knight Riders,Brabourne Stadium,Yes,c M Morkel b A D Russell,1,14,11,127.27,,949,35.15,132.36
40,20/05/2015,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Yes,c A B de Villiers b D Wiese,1,12,13,92.31,,961,34.32,131.64
41,14/04/2016,Gujarat Lions,Saurashtra Cricket Association Stadium,Yes,c J P Faulkner b R A Jadeja,1,5,6,83.33,,966,33.31,131.25
42,17/04/2016,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Yes,c D A Miller b M M Sharma,1,38,26,146.15,,1004,33.47,131.76
43,22/04/2016,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Yes,run out,1,4,3,133.33,,1008,32.52,131.76
44,24/04/2016,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,No,run out,1,31,28,110.71,,1039,32.47,131.02
45,26/04/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Yes,not out,0,46,36,127.78,,1085,33.91,130.88
46,29/04/2016,Gujarat Lions,Maharashtra Cricket Association Stadium,Yes,b D J J Bravo,1,101,54,187.04,,1186,35.94,134.31
47,1/5/2016,Mumbai Indians,Maharashtra Cricket Association Stadium,Yes,c †P A Patel b J J Bumrah,1,45,23,195.65,,1231,36.21,135.87
48,6/4/2017,Mumbai Indians,Maharashtra Cricket Association Stadium,Yes,not out,0,84,54,155.56,,1315,38.68,136.98
49,8/4/2017,Kings XI Punjab,Holkar Cricket Stadium,Yes,c M Vohra b M P Stoinis,1,26,27,96.3,,1341,38.31,135.87
50,14/04/2017,Gujarat Lions,Saurashtra Cricket Association Stadium,Yes,c A J Finch b D R Smith,1,43,28,153.57,,1384,38.44,136.35
51,16/04/2017,Royal Challengers Bangalore,M Chinnaswamy Stadium,Yes,b S Aravind,1,27,24,112.5,,1411,38.14,135.8
52,22/04/2017,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Yes,b Rashid Khan,1,27,21,128.57,,1438,37.84,135.66
53,24/04/2017,Mumbai Indians,Wankhede Stadium,Yes,b Harbhajan Singh,1,17,12,141.67,,1455,37.31,135.73
54,26/04/2017,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Yes,not out,0,51,37,137.84,,1506,38.62,135.8
55,29/04/2017,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Yes,c A F Milne b S T R Binny,1,45,32,140.63,,1551,38.78,135.93
56,1/5/2017,Gujarat Lions,Maharashtra Cricket Association Stadium,Yes,c Ankit Soni b P J Sangwan,1,4,2,200,,1555,37.93,136.05
57,3/5/2017,Kolkata Knight Riders,Eden Gardens,Yes,b C R Woakes,1,9,9,100,,1564,37.24,135.76
58,6/5/2017,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Yes,c Bipul Sharma b S Kaul,1,34,39,87.18,,1598,37.16,134.17
59,12/5/2017,Delhi Capitals,Arun Jaitley Stadium,Yes,lbw b S Nadeem,1,38,32,118.75,,1636,37.18,133.77
60,14/05/2017,Kings XI Punjab,Maharashtra Cricket Association Stadium,Yes,not out,0,15,18,83.33,,1651,37.52,133.04
61,16/05/2017,Mumbai Indians,Wankhede Stadium,Yes,c H H Pandya b S L Malinga,1,1,2,50,,1652,36.71,132.9
62,21/05/2017,Mumbai Indians,Rajiv Gandhi International Stadium,Yes,c A T Rayudu b M G Johnson,1,51,50,102,,1703,37.02,131.71
63,25/03/2019,Kings XI Punjab,Sawai Mansingh Stadium,Yes,c K L Rahul b S M Curran,1,20,16,125,,1723,36.66,131.63
64,31/03/2019,Chennai Super Kings,MA Chidambaram Stadium,Yes,c sub b Imran Tahir,1,28,30,93.33,,1751,36.48,130.77
65,2/4/2019,Royal Challengers Bangalore,Sawai Mansingh Stadium,Yes,c U T Yadav b Mohammed Siraj,1,38,31,122.58,,1789,36.51,130.58
66,7/4/2019,Kolkata Knight Riders,Sawai Mansingh Stadium,Yes,not out,0,73,59,123.73,,1862,38,130.3
67,11/4/2019,Chennai Super Kings,Sawai Mansingh Stadium,Yes,c A T Rayudu b R A Jadeja,1,15,22,68.18,,1877,37.54,129.36
68,13/04/2019,Mumbai Indians,Wankhede Stadium,Yes,c Ishan Kishan b J J Bumrah,1,12,15,80,,1889,37.04,128.85
69,20/04/2019,Mumbai Indians,Sawai Mansingh Stadium,No,not out,0,59,48,122.92,,1948,38.2,128.67
70,22/04/2019,Delhi Capitals,Sawai Mansingh Stadium,Yes,c C H Morris b A R Patel,1,50,32,156.25,,1998,38.42,129.24
71,25/04/2019,Kolkata Knight Riders,Eden Gardens,Yes,b S P Narine,1,2,6,33.33,,2000,37.74,128.87
72,27/04/2019,Sunrisers Hyderabad,Sawai Mansingh Stadium,Yes,c S Kaul b K K Ahmed,1,22,16,137.5,,2022,37.44,128.95
