Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
42,19/05/2013,Delhi Capitals,Maharashtra Cricket Association Stadium,b S Nadeem,1,10,14,899
43,16/04/2014,Mumbai Indians,Sheikh Zayed Stadium,b S L Malinga,1,64,53,963
44,19/04/2014,Delhi Capitals,Dubai International Cricket Stadium,b S Nadeem,1,48,42,1011
45,24/04/2014,Royal Challengers Bangalore,Sharjah Cricket Stadium,c V Kohli b J A Morkel,1,5,3,1016
46,26/04/2014,Kings XI Punjab,Sheikh Zayed Stadium,lbw b Sandeep Sharma,1,8,10,1024
47,29/04/2014,Rajasthan Royals,Sheikh Zayed Stadium,lbw b P V Tambe,1,19,11,1043
48,2/5/2014,Chennai Super Kings,JSCA International Stadium Complex,c B B McCullum b R A Jadeja,1,1,2,1044
49,5/5/2014,Rajasthan Royals,Sardar Patel Stadium,st S V Samson b P V Tambe,1,0,0,1044
50,7/5/2014,Delhi Capitals,Arun Jaitley Stadium,not out,0,23,14,1067
51,11/5/2014,Kings XI Punjab,Barabati Stadium,not out,0,36,35,1103
52,14/05/2014,Mumbai Indians,Barabati Stadium,b Harbhajan Singh,1,14,21,1117
53,18/05/2014,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c A J Finch b K V Sharma,1,35,32,1152
54,20/05/2014,Chennai Super Kings,Eden Gardens,not out,0,18,28,1170
55,22/05/2014,Royal Challengers Bangalore,Eden Gardens,c M A Starc b A B Dinda,1,13,12,1183
56,24/05/2014,Sunrisers Hyderabad,Eden Gardens,c D W Steyn b K V Sharma,1,2,7,1185
57,28/05/2014,Kings XI Punjab,Eden Gardens,b A R Patel,1,21,20,1206
58,1/6/2014,Kings XI Punjab,M Chinnaswamy Stadium,c G J Bailey b Karanveer Singh,1,94,50,1300
59,8/4/2015,Mumbai Indians,Eden Gardens,c K A Pollard b Harbhajan Singh,1,40,24,1340
60,11/4/2015,Royal Challengers Bangalore,Eden Gardens,run out,1,23,15,1363
61,18/04/2015,Kings XI Punjab,Maharashtra Cricket Association Stadium,c G J Bailey b Sandeep Sharma,1,12,6,1375
62,20/04/2015,Delhi Capitals,Arun Jaitley Stadium,c Imran Tahir b D J Muthuswami,1,0,3,1375
63,22/04/2015,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,not out,0,33,24,1408
64,28/04/2015,Chennai Super Kings,MA Chidambaram Stadium,c D J J Bravo b R Ashwin,1,15,20,1423
65,30/04/2015,Chennai Super Kings,Eden Gardens,c R A Jadeja b P Negi,1,3,10,1426
66,4/5/2015,Sunrisers Hyderabad,Eden Gardens,run out,1,33,26,1459
67,7/5/2015,Delhi Capitals,Eden Gardens,b Yuvraj Singh,1,22,19,1481
68,9/5/2015,Kings XI Punjab,Eden Gardens,c A R Patel b G J Maxwell,1,22,15,1503
69,14/05/2015,Mumbai Indians,Wankhede Stadium,run out,1,1,1,1504
70,16/05/2015,Rajasthan Royals,Brabourne Stadium,c C H Morris b D S Kulkarni,1,21,21,1525
71,10/4/2016,Delhi Capitals,Eden Gardens,not out,0,15,12,1540
72,13/04/2016,Mumbai Indians,Eden Gardens,c & b Harbhajan Singh,1,52,29,1592
73,16/04/2016,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,0,11,11,1603
74,19/04/2016,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,b A R Patel,1,12,11,1615
75,2/5/2016,Royal Challengers Bangalore,M Chinnaswamy Stadium,c Sachin Baby b S R Watson,1,8,12,1623
76,8/5/2016,Gujarat Lions,Eden Gardens,c †K D Karthik b P Kumar,1,0,2,1623
77,14/05/2016,Rising Pune Supergiant,Eden Gardens,not out,0,15,10,1638
78,16/05/2016,Royal Challengers Bangalore,Eden Gardens,c A B de Villiers b S Aravind,1,50,35,1688
79,19/05/2016,Gujarat Lions,Green Park,c S K Raina b D R Smith,1,1,3,1689
80,22/05/2016,Sunrisers Hyderabad,Eden Gardens,c K S Williamson b B Kumar,1,48,30,1737
81,25/05/2016,Sunrisers Hyderabad,Arun Jaitley Stadium,c D J Hooda b B Kumar,1,36,28,1773
82,9/4/2017,Mumbai Indians,Wankhede Stadium,not out,0,81,47,1854
83,13/04/2017,Kings XI Punjab,Barabati Stadium,not out,0,25,16,1879
84,15/04/2017,Sunrisers Hyderabad,Eden Gardens,c D A Warner b B Kumar,1,46,35,1925
85,17/04/2017,Delhi Capitals,Arun Jaitley Stadium,not out,0,69,49,1994
86,21/04/2017,Gujarat Lions,Eden Gardens,b Basil Thampi,1,24,21,2018
87,23/04/2017,Royal Challengers Bangalore,Eden Gardens,c S Badree b Y S Chahal,1,15,16,2033
88,26/04/2017,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,not out,0,0,0,2033
89,28/04/2017,Delhi Capitals,Eden Gardens,b K Rabada,1,5,4,2038
90,30/04/2017,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c & b B Kumar,1,39,29,2077
91,3/5/2017,Rising Pune Supergiant,Eden Gardens,c A M Rahane b D T Christian,1,37,32,2114
92,7/5/2017,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,4,3,2118
93,9/5/2017,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c A R Patel b M J Henry,1,18,23,2136
94,13/05/2017,Mumbai Indians,Eden Gardens,c sub b H H Pandya,1,33,33,2169
95,12/4/2018,Mumbai Indians,Rajiv Gandhi International Stadium,c R G Sharma b M Markande,1,11,8,2180
96,14/04/2018,Kolkata Knight Riders,Eden Gardens,lbw b Kuldeep Yadav,1,4,11,2184
97,19/04/2018,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,not out,0,57,42,2241
98,22/04/2018,Chennai Super Kings,Rajiv Gandhi International Stadium,c K V Sharma b D L Chahar,1,0,2,2241
99,24/04/2018,Mumbai Indians,Wankhede Stadium,c R G Sharma b H H Pandya,1,16,11,2257
100,26/04/2018,Kings XI Punjab,Rajiv Gandhi International Stadium,b A S Rajpoot,1,54,51,2311
101,29/04/2018,Rajasthan Royals,Sawai Mansingh Stadium,c A M Rahane b J D Unadkat,1,16,15,2327
102,5/5/2018,Delhi Capitals,Rajiv Gandhi International Stadium,c P P Shaw b L E Plunkett,1,21,17,2348
103,7/5/2018,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,c V Kohli b Y S Chahal,1,5,7,2353
104,13/05/2018,Chennai Super Kings,Maharashtra Cricket Association Stadium,c D J Willey b S N Thakur,1,5,6,2358
105,17/05/2018,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,62,38,2420
106,19/05/2018,Kolkata Knight Riders,Rajiv Gandhi International Stadium,c sub b M Prasidh Krishna,1,25,22,2445
107,22/05/2018,Chennai Super Kings,Wankhede Stadium,c & b R A Jadeja,1,8,16,2453
108,24/03/2019,Kolkata Knight Riders,Eden Gardens,not out,0,8,5,2461
109,29/03/2019,Rajasthan Royals,Rajiv Gandhi International Stadium,lbw b S Gopal,1,1,4,2462
110,4/4/2019,Delhi Capitals,Arun Jaitley Stadium,c & b I Sharma,1,10,13,2472
111,6/4/2019,Mumbai Indians,Rajiv Gandhi International Stadium,c R G Sharma b J P Behrendorff,1,16,21,2488
112,8/4/2019,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c sub b Mohammed Shami,1,19,15,2507
113,23/04/2019,Chennai Super Kings,MA Chidambaram Stadium,not out,0,83,49,2590
114,27/04/2019,Rajasthan Royals,Sawai Mansingh Stadium,c †S V Samson b S Gopal,1,61,36,2651
115,29/04/2019,Kings XI Punjab,Rajiv Gandhi International Stadium,c Mohammed Shami b R Ashwin,1,36,25,2687
116,2/5/2019,Mumbai Indians,Wankhede Stadium,not out,0,71,47,2758
117,4/5/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,c S O Hetmeyer b W Washington Sundar,1,9,12,2767
118,8/5/2019,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,c S E Rutherford b K M A Paul,1,30,36,2797
