Match,Date,Vs,Venue,How Dismissed,Out,Runs,Balls,TotalRuns
119,16/05/2016,Royal Challengers Bangalore,Eden Gardens,st K L Rahul b Y S Chahal,1,6,12,2671
120,19/05/2016,Gujarat Lions,Green Park,c S K Raina b D S Kulkarni,1,36,36,2707
121,22/05/2016,Sunrisers Hyderabad,Eden Gardens,not out,0,52,34,2759
122,25/05/2016,Sunrisers Hyderabad,Arun Jaitley Stadium,c B Kumar b M C Henriques,1,2,6,2761
123,9/4/2017,Mumbai Indians,Wankhede Stadium,c H H Pandya b K H Pandya,1,6,11,2767
124,15/04/2017,Sunrisers Hyderabad,Eden Gardens,not out,0,21,15,2788
125,17/04/2017,Delhi Capitals,Arun Jaitley Stadium,c & b C H Morris,1,59,39,2847
126,21/04/2017,Gujarat Lions,Eden Gardens,not out,0,11,4,2858
127,23/04/2017,Royal Challengers Bangalore,Eden Gardens,st K M Jadhav b Y S Chahal,1,8,8,2866
128,30/04/2017,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c S Kaul b Rashid Khan,1,12,13,2878
129,3/5/2017,Rising Pune Supergiant,Eden Gardens,lbw b Imran Tahir,1,4,9,2882
130,7/5/2017,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,0,0,5,2882
131,9/5/2017,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,c G J Maxwell b M M Sharma,1,2,3,2884
132,13/05/2017,Mumbai Indians,Eden Gardens,c H H Pandya b R Vinay Kumar,1,20,7,2904
133,17/05/2017,Sunrisers Hyderabad,M Chinnaswamy Stadium,run out,1,0,1,2904
134,12/4/2018,Mumbai Indians,Rajiv Gandhi International Stadium,c K A Pollard b J J Bumrah,1,14,14,2918
135,14/04/2018,Kolkata Knight Riders,Eden Gardens,not out,0,17,7,2935
136,19/04/2018,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,b M M Sharma,1,19,13,2954
137,22/04/2018,Chennai Super Kings,Rajiv Gandhi International Stadium,c S K Raina b S N Thakur,1,45,27,2999
138,24/04/2018,Mumbai Indians,Wankhede Stadium,c H H Pandya b Mustafizur Rahman,1,29,33,3028
139,26/04/2018,Kings XI Punjab,Rajiv Gandhi International Stadium,not out,0,21,19,3049
140,29/04/2018,Rajasthan Royals,Sawai Mansingh Stadium,c D S Kulkarni b J C Archer,1,2,3,3051
141,5/5/2018,Delhi Capitals,Rajiv Gandhi International Stadium,not out,0,27,12,3078
142,7/5/2018,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,b Mohammed Siraj,1,12,7,3090
143,19/05/2018,Kolkata Knight Riders,Rajiv Gandhi International Stadium,c R V Uthappa b S P Narine,1,2,4,3092
144,22/05/2018,Chennai Super Kings,Wankhede Stadium,c & b D J J Bravo,1,24,29,3116
145,25/05/2018,Kolkata Knight Riders,Eden Gardens,c P P Chawla b Shivam Mavi,1,3,7,3119
146,27/05/2018,Chennai Super Kings,Wankhede Stadium,not out,0,45,25,3164
147,24/03/2019,Kolkata Knight Riders,Eden Gardens,b A D Russell,1,1,4,3165
148,29/03/2019,Rajasthan Royals,Rajiv Gandhi International Stadium,not out,0,16,12,3181
149,31/03/2019,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,not out,0,6,6,3187
150,4/4/2019,Delhi Capitals,Arun Jaitley Stadium,not out,0,9,11,3196
151,6/4/2019,Mumbai Indians,Rajiv Gandhi International Stadium,c Ishan Kishan b R D Chahar,1,0,4,3196
152,17/04/2019,Chennai Super Kings,Rajiv Gandhi International Stadium,not out,0,0,0,3196
153,23/04/2019,Chennai Super Kings,MA Chidambaram Stadium,not out,0,5,4,3201
154,4/5/2019,Royal Challengers Bangalore,M Chinnaswamy Stadium,c U T Yadav b Y S Chahal,1,3,4,3204
